# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "genomic.gff" "-o" "counts.txt" "-t" "gene" "-g" "ID" "-p" "-B" "SRR22805709.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR22805709.sorted.bam
gene-T240_RS0101835	NZ_AXNK01000004.1	390779	391945	+	1167	889
gene-T240_RS0101840	NZ_AXNK01000004.1	392032	392805	-	774	1471
gene-T240_RS0101845	NZ_AXNK01000004.1	392985	393569	-	585	48
gene-T240_RS0101850	NZ_AXNK01000004.1	393684	394124	+	441	35
gene-T240_RS0101855	NZ_AXNK01000004.1	394340	395518	+	1179	260
gene-T240_RS0101860	NZ_AXNK01000004.1	395635	396255	-	621	495
gene-T240_RS0101865	NZ_AXNK01000004.1	396294	396605	-	312	133
gene-T240_RS0101870	NZ_AXNK01000004.1	396615	397265	-	651	86
gene-T240_RS0101875	NZ_AXNK01000004.1	397762	398406	+	645	401
gene-T240_RS0101880	NZ_AXNK01000004.1	398639	399664	+	1026	1056
gene-T240_RS0101885	NZ_AXNK01000004.1	399661	401151	+	1491	600
gene-T240_RS0101890	NZ_AXNK01000004.1	401248	401493	-	246	266
gene-T240_RS0101895	NZ_AXNK01000004.1	401674	402810	+	1137	67
gene-T240_RS0101900	NZ_AXNK01000004.1	403267	404034	+	768	4517
gene-T240_RS0101905	NZ_AXNK01000004.1	404150	406840	+	2691	12021
gene-T240_RS0101910	NZ_AXNK01000004.1	406973	407485	-	513	1208
gene-T240_RS0101915	NZ_AXNK01000004.1	407545	407970	-	426	190
gene-T240_RS0101920	NZ_AXNK01000004.1	408125	408967	-	843	68
gene-T240_RS0101925	NZ_AXNK01000004.1	409119	410426	-	1308	1615
gene-T240_RS0101930	NZ_AXNK01000004.1	410568	411482	+	915	169
gene-T240_RS0101935	NZ_AXNK01000004.1	411555	412040	-	486	152
gene-T240_RS0101940	NZ_AXNK01000004.1	412179	412496	-	318	99
gene-T240_RS0101945	NZ_AXNK01000004.1	412593	413303	-	711	663
gene-T240_RS0101950	NZ_AXNK01000004.1	413329	413865	-	537	739
gene-T240_RS0101955	NZ_AXNK01000004.1	413931	415778	-	1848	6516
gene-T240_RS0101960	NZ_AXNK01000004.1	416010	416372	+	363	98
gene-T240_RS26800	NZ_AXNK01000004.1	416455	416628	-	174	427
gene-T240_RS0101970	NZ_AXNK01000004.1	416869	418011	+	1143	492
gene-T240_RS0101975	NZ_AXNK01000004.1	418170	419522	+	1353	115
gene-T240_RS0101980	NZ_AXNK01000004.1	419539	420675	+	1137	180
gene-T240_RS0101985	NZ_AXNK01000004.1	420772	422208	-	1437	618
gene-T240_RS0101990	NZ_AXNK01000004.1	422301	423200	+	900	120
gene-T240_RS0101995	NZ_AXNK01000004.1	423268	423555	+	288	54
gene-T240_RS0102000	NZ_AXNK01000004.1	423709	424299	+	591	276
gene-T240_RS0102005	NZ_AXNK01000004.1	424337	424864	-	528	400
gene-T240_RS0102010	NZ_AXNK01000004.1	424894	425361	-	468	980
gene-T240_RS0102015	NZ_AXNK01000004.1	425511	425981	-	471	397
gene-T240_RS0102020	NZ_AXNK01000004.1	425983	426714	-	732	836
gene-T240_RS0102025	NZ_AXNK01000004.1	426724	427239	-	516	878
gene-T240_RS0102030	NZ_AXNK01000004.1	427510	428604	+	1095	1484
gene-T240_RS0102035	NZ_AXNK01000004.1	428627	431074	+	2448	5401
gene-T240_RS0102040	NZ_AXNK01000004.1	431145	431870	-	726	140
gene-T240_RS0102045	NZ_AXNK01000004.1	432053	432667	-	615	74
gene-T240_RS0102050	NZ_AXNK01000004.1	432731	433522	-	792	59
gene-T240_RS0102055	NZ_AXNK01000004.1	433541	434203	-	663	107
gene-T240_RS0102060	NZ_AXNK01000004.1	434222	435172	-	951	84
gene-T240_RS0102065	NZ_AXNK01000004.1	435195	435995	-	801	23
gene-T240_RS0102070	NZ_AXNK01000004.1	435988	436746	-	759	72
gene-T240_RS0102075	NZ_AXNK01000004.1	436736	437593	-	858	548
gene-T240_RS0102080	NZ_AXNK01000004.1	438110	439495	+	1386	1965
gene-T240_RS0102085	NZ_AXNK01000004.1	439495	440838	+	1344	891
gene-T240_RS0102090	NZ_AXNK01000004.1	440919	441518	-	600	679
gene-T240_RS0102095	NZ_AXNK01000004.1	441679	442203	+	525	1163
gene-T240_RS0102105	NZ_AXNK01000005.1	1063	1524	+	462	2669
gene-T240_RS26615	NZ_AXNK01000005.1	1755	1985	-	231	559
gene-T240_RS0102115	NZ_AXNK01000005.1	2067	3035	+	969	722
gene-T240_RS0102120	NZ_AXNK01000005.1	3249	4355	-	1107	112
gene-T240_RS0102125	NZ_AXNK01000005.1	4420	4716	-	297	44
gene-T240_RS0102130	NZ_AXNK01000005.1	4838	5275	-	438	6
gene-T240_RS0102135	NZ_AXNK01000005.1	5470	6162	+	693	22
gene-T240_RS0102150	NZ_AXNK01000005.1	8272	8634	-	363	94
gene-T240_RS0102155	NZ_AXNK01000005.1	8962	9672	-	711	71
gene-T240_RS0102160	NZ_AXNK01000005.1	10023	10805	-	783	38
gene-T240_RS0102165	NZ_AXNK01000005.1	11258	11947	-	690	95
gene-T240_RS27355	NZ_AXNK01000005.1	12095	12241	-	147	2
gene-T240_RS0102170	NZ_AXNK01000005.1	12598	12915	-	318	99
gene-T240_RS0102175	NZ_AXNK01000005.1	13584	14345	+	762	1303
gene-T240_RS27360	NZ_AXNK01000005.1	14383	14814	+	432	64
gene-T240_RS0102185	NZ_AXNK01000005.1	14815	15189	-	375	112
gene-T240_RS0102190	NZ_AXNK01000005.1	15204	15437	-	234	13
gene-T240_RS0102195	NZ_AXNK01000005.1	15424	16176	-	753	229
gene-T240_RS0102200	NZ_AXNK01000005.1	16163	16438	-	276	36
gene-T240_RS0102205	NZ_AXNK01000005.1	16518	17780	-	1263	313
gene-T240_RS0102210	NZ_AXNK01000005.1	17780	19243	-	1464	795
gene-T240_RS0102215	NZ_AXNK01000005.1	19233	19481	-	249	4
gene-T240_RS0102220	NZ_AXNK01000005.1	19474	20157	-	684	114
gene-T240_RS0102225	NZ_AXNK01000005.1	20160	20834	-	675	58
gene-T240_RS0102230	NZ_AXNK01000005.1	20896	21189	-	294	22
gene-T240_RS0102235	NZ_AXNK01000005.1	21726	22877	-	1152	176
gene-T240_RS0102240	NZ_AXNK01000005.1	22964	23833	-	870	108
gene-T240_RS0102245	NZ_AXNK01000005.1	23949	24140	-	192	2
gene-T240_RS0102250	NZ_AXNK01000005.1	25106	25657	-	552	62
gene-T240_RS0102255	NZ_AXNK01000005.1	25941	26156	-	216	3
gene-T240_RS0102260	NZ_AXNK01000005.1	26172	26825	-	654	557
gene-T240_RS0102265	NZ_AXNK01000005.1	26831	27841	-	1011	239
gene-T240_RS0102270	NZ_AXNK01000005.1	27819	28232	-	414	28
gene-T240_RS0102275	NZ_AXNK01000005.1	28201	29007	-	807	118
gene-T240_RS0102280	NZ_AXNK01000005.1	28982	30037	-	1056	68
gene-T240_RS0102285	NZ_AXNK01000005.1	30058	31941	-	1884	241
gene-T240_RS0102290	NZ_AXNK01000005.1	31938	32534	-	597	36
gene-T240_RS0102300	NZ_AXNK01000006.1	425	2560	-	2136	278
gene-T240_RS0102305	NZ_AXNK01000006.1	2676	4019	-	1344	74
gene-T240_RS0102310	NZ_AXNK01000006.1	4687	6255	-	1569	642
gene-T240_RS0102320	NZ_AXNK01000006.1	6421	6819	-	399	77
gene-T240_RS0102330	NZ_AXNK01000006.1	7085	8677	+	1593	57314
gene-T240_RS0102335	NZ_AXNK01000006.1	8831	10120	+	1290	11228
gene-T240_RS0102340	NZ_AXNK01000006.1	10208	10906	-	699	645
gene-T240_RS0102345	NZ_AXNK01000006.1	11326	12819	+	1494	1012
gene-T240_RS0102350	NZ_AXNK01000006.1	12926	14143	-	1218	245
gene-T240_RS0102355	NZ_AXNK01000006.1	14296	15468	+	1173	1323
gene-T240_RS0102360	NZ_AXNK01000006.1	15668	17026	+	1359	3594
gene-T240_RS0102365	NZ_AXNK01000006.1	17349	19715	+	2367	1784
gene-T240_RS0102370	NZ_AXNK01000006.1	19974	20210	-	237	466
gene-T240_RS0102375	NZ_AXNK01000006.1	20509	20937	-	429	103
gene-T240_RS0102380	NZ_AXNK01000006.1	20937	23582	-	2646	2121
gene-T240_RS0102385	NZ_AXNK01000006.1	23575	25179	-	1605	1825
gene-T240_RS0102390	NZ_AXNK01000006.1	25179	26474	-	1296	6670
gene-T240_RS0102395	NZ_AXNK01000006.1	26683	26958	-	276	231
gene-T240_RS0102400	NZ_AXNK01000006.1	27212	28339	+	1128	1616
gene-T240_RS0102405	NZ_AXNK01000006.1	28398	28985	-	588	1928
gene-T240_RS0102410	NZ_AXNK01000006.1	29052	29975	+	924	636
gene-T240_RS0102415	NZ_AXNK01000006.1	29981	30553	+	573	332
gene-T240_RS0102420	NZ_AXNK01000006.1	30773	31840	-	1068	9151
gene-T240_RS0102425	NZ_AXNK01000006.1	32145	32888	-	744	360
gene-T240_RS0102430	NZ_AXNK01000006.1	32893	33384	-	492	160
gene-T240_RS0102435	NZ_AXNK01000006.1	33505	34287	-	783	358
gene-T240_RS0102440	NZ_AXNK01000006.1	34466	34957	+	492	3647
gene-T240_RS0102445	NZ_AXNK01000006.1	35086	39288	-	4203	27297
gene-T240_RS0102450	NZ_AXNK01000006.1	39364	43392	-	4029	47202
gene-T240_RS0102455	NZ_AXNK01000006.1	43645	44013	-	369	19100
gene-T240_RS0102460	NZ_AXNK01000006.1	44074	44562	-	489	77956
gene-T240_RS0102465	NZ_AXNK01000006.1	44855	45556	-	702	25402
gene-T240_RS0102470	NZ_AXNK01000006.1	45561	45989	-	429	65325
gene-T240_RS0102475	NZ_AXNK01000006.1	46154	46702	-	549	8324
gene-T240_RS0102480	NZ_AXNK01000006.1	46716	47096	-	381	1928
gene-T240_RS0102490	NZ_AXNK01000008.1	44	1596	-	1553	198
gene-T240_RS0102495	NZ_AXNK01000009.1	211	384	+	174	47
gene-T240_RS0102500	NZ_AXNK01000010.1	49	124	+	76	4
gene-T240_RS0102505	NZ_AXNK01000010.1	127	202	+	76	0
gene-T240_RS0102510	NZ_AXNK01000010.1	217	292	+	76	0
gene-T240_RS0102515	NZ_AXNK01000010.1	306	381	+	76	2
gene-T240_RS0102520	NZ_AXNK01000010.1	658	830	+	173	2
gene-T240_RS0102525	NZ_AXNK01000011.1	44	580	-	537	194
gene-T240_RS0102535	NZ_AXNK01000011.1	665	2251	-	1587	6550
gene-T240_RS0102540	NZ_AXNK01000011.1	2893	3732	+	840	9130
gene-T240_RS0102545	NZ_AXNK01000011.1	3848	4654	-	807	94
gene-T240_RS0102550	NZ_AXNK01000011.1	4867	6933	-	2067	15287
gene-T240_RS0102555	NZ_AXNK01000011.1	7096	8172	+	1077	1902
gene-T240_RS0102560	NZ_AXNK01000011.1	8344	8985	+	642	4117
gene-T240_RS0102565	NZ_AXNK01000011.1	9174	11261	+	2088	2936
gene-T240_RS0102570	NZ_AXNK01000011.1	11330	11935	-	606	124
gene-T240_RS0102575	NZ_AXNK01000011.1	12053	12502	+	450	64
gene-T240_RS0102580	NZ_AXNK01000011.1	12564	14123	-	1560	8921
gene-T240_RS0102585	NZ_AXNK01000011.1	14452	17523	-	3072	16719
gene-T240_RS0102590	NZ_AXNK01000011.1	18163	19110	+	948	2404
gene-T240_RS0102595	NZ_AXNK01000011.1	19205	19786	-	582	378
gene-T240_RS0102600	NZ_AXNK01000011.1	19936	20460	+	525	13180
gene-T240_RS0102605	NZ_AXNK01000011.1	20520	20690	+	171	1014
gene-T240_RS0102610	NZ_AXNK01000011.1	20701	21726	+	1026	2705
gene-T240_RS0102615	NZ_AXNK01000011.1	21732	22682	+	951	1221
gene-T240_RS0102620	NZ_AXNK01000011.1	22759	23682	+	924	2879
gene-T240_RS0102625	NZ_AXNK01000011.1	23717	24451	+	735	1447
gene-T240_RS0102630	NZ_AXNK01000011.1	24697	24930	+	234	2546
gene-T240_RS0102635	NZ_AXNK01000011.1	25024	26274	+	1251	4699
gene-T240_RS0102640	NZ_AXNK01000011.1	26382	27200	+	819	838
gene-T240_RS0102645	NZ_AXNK01000011.1	27197	28213	+	1017	757
gene-T240_RS0102650	NZ_AXNK01000011.1	28210	28842	+	633	304
gene-T240_RS0102655	NZ_AXNK01000011.1	28867	29829	+	963	386
gene-T240_RS0102660	NZ_AXNK01000011.1	29820	30587	+	768	717
gene-T240_RS0102665	NZ_AXNK01000011.1	31033	32463	+	1431	10130
gene-T240_RS0102670	NZ_AXNK01000011.1	32756	33157	+	402	76
gene-T240_RS25720	NZ_AXNK01000011.1	33224	33319	-	96	0
gene-T240_RS0102680	NZ_AXNK01000011.1	33316	34782	-	1467	4476
gene-T240_RS0102685	NZ_AXNK01000011.1	35260	35850	-	591	865
gene-T240_RS24250	NZ_AXNK01000011.1	35978	36070	+	93	3
gene-T240_RS0102695	NZ_AXNK01000011.1	36101	37252	+	1152	4768
gene-T240_RS0102700	NZ_AXNK01000011.1	37321	38763	-	1443	5533
gene-T240_RS0102705	NZ_AXNK01000011.1	39184	40401	+	1218	2656
gene-T240_RS0102710	NZ_AXNK01000011.1	40690	41643	+	954	4164
gene-T240_RS0102715	NZ_AXNK01000011.1	41702	44776	-	3075	625
gene-T240_RS0102720	NZ_AXNK01000011.1	44783	46186	-	1404	596
gene-T240_RS0102725	NZ_AXNK01000011.1	46191	46883	-	693	118
gene-T240_RS0102730	NZ_AXNK01000011.1	47015	47761	-	747	2339
gene-T240_RS0102735	NZ_AXNK01000011.1	48016	49077	+	1062	1516
gene-T240_RS0102740	NZ_AXNK01000011.1	49325	50005	+	681	5879
gene-T240_RS0102745	NZ_AXNK01000011.1	50116	51786	+	1671	90571
gene-T240_RS0102750	NZ_AXNK01000011.1	51991	52272	+	282	2664
gene-T240_RS0102755	NZ_AXNK01000011.1	52523	52816	+	294	3157
gene-T240_RS0102760	NZ_AXNK01000011.1	52835	54010	+	1176	2553
gene-T240_RS0102765	NZ_AXNK01000011.1	54102	54803	+	702	1491
gene-T240_RS0102770	NZ_AXNK01000011.1	55238	57076	+	1839	1941
gene-T240_RS0102775	NZ_AXNK01000011.1	57148	57387	-	240	44
gene-T240_RS0102780	NZ_AXNK01000011.1	57878	58888	+	1011	215
gene-T240_RS0102785	NZ_AXNK01000011.1	58942	59691	+	750	67
gene-T240_RS0102790	NZ_AXNK01000011.1	59688	60356	+	669	29
gene-T240_RS0102795	NZ_AXNK01000011.1	60353	62077	+	1725	108
gene-T240_RS0102800	NZ_AXNK01000011.1	62169	62747	-	579	192
gene-T240_RS0102805	NZ_AXNK01000011.1	62747	64393	-	1647	1024
gene-T240_RS0102810	NZ_AXNK01000011.1	64386	65717	-	1332	1181
gene-T240_RS0102815	NZ_AXNK01000011.1	66031	67083	-	1053	39760
gene-T240_RS0102820	NZ_AXNK01000011.1	67092	67655	-	564	67960
gene-T240_RS0102825	NZ_AXNK01000011.1	67868	70960	-	3093	1568
gene-T240_RS0102830	NZ_AXNK01000011.1	70977	72107	-	1131	2050
gene-T240_RS0102835	NZ_AXNK01000011.1	72104	72871	-	768	2799
gene-T240_RS0102840	NZ_AXNK01000011.1	73050	74885	+	1836	543
gene-T240_RS0102845	NZ_AXNK01000011.1	74906	75517	+	612	153
gene-T240_RS0102850	NZ_AXNK01000011.1	75537	76433	-	897	718
gene-T240_RS0102855	NZ_AXNK01000011.1	76574	76972	+	399	517
gene-T240_RS0102860	NZ_AXNK01000011.1	77034	79145	+	2112	520
gene-T240_RS0102865	NZ_AXNK01000011.1	79142	79657	+	516	34
gene-T240_RS0102870	NZ_AXNK01000011.1	79707	80240	-	534	902
gene-T240_RS0102875	NZ_AXNK01000011.1	80633	81265	+	633	327
gene-T240_RS0102880	NZ_AXNK01000011.1	81291	81995	+	705	81
gene-T240_RS0102885	NZ_AXNK01000011.1	82066	82491	+	426	65
gene-T240_RS0102890	NZ_AXNK01000011.1	82495	83055	+	561	68
gene-T240_RS0102895	NZ_AXNK01000011.1	83283	84416	+	1134	48
gene-T240_RS0102900	NZ_AXNK01000011.1	84409	85680	+	1272	40
gene-T240_RS0102905	NZ_AXNK01000011.1	85677	86891	+	1215	60
gene-T240_RS0102910	NZ_AXNK01000011.1	86894	88177	+	1284	80
gene-T240_RS0102915	NZ_AXNK01000011.1	88200	88919	+	720	139
gene-T240_RS0102920	NZ_AXNK01000011.1	89040	89564	-	525	782
gene-T240_RS0102925	NZ_AXNK01000011.1	89675	90589	+	915	595
gene-T240_RS0102930	NZ_AXNK01000011.1	90918	91892	+	975	6513
gene-T240_RS0102935	NZ_AXNK01000011.1	91923	92951	+	1029	1350
gene-T240_RS0102940	NZ_AXNK01000011.1	93042	94061	-	1020	204
gene-T240_RS0102945	NZ_AXNK01000011.1	94071	95135	-	1065	38
gene-T240_RS0102950	NZ_AXNK01000011.1	95235	96095	+	861	175
gene-T240_RS0102955	NZ_AXNK01000011.1	96246	96788	+	543	1681
gene-T240_RS0102960	NZ_AXNK01000011.1	96828	97724	-	897	303
gene-T240_RS0102965	NZ_AXNK01000011.1	98005	99243	+	1239	288
gene-T240_RS0102970	NZ_AXNK01000011.1	99324	100628	-	1305	1116
gene-T240_RS0102975	NZ_AXNK01000011.1	100625	101302	-	678	1549
gene-T240_RS0102980	NZ_AXNK01000011.1	101863	103959	+	2097	272
gene-T240_RS0102985	NZ_AXNK01000011.1	104090	106423	-	2334	8769
gene-T240_RS0102990	NZ_AXNK01000011.1	106856	109312	+	2457	17944
gene-T240_RS0102995	NZ_AXNK01000011.1	109477	110163	+	687	1376
gene-T240_RS0103000	NZ_AXNK01000011.1	110537	110737	+	201	913
gene-T240_RS0103005	NZ_AXNK01000011.1	110758	111669	-	912	688
gene-T240_RS0103010	NZ_AXNK01000011.1	112115	114397	+	2283	519
gene-T240_RS0103015	NZ_AXNK01000011.1	114542	114934	-	393	1832
gene-T240_RS0103020	NZ_AXNK01000011.1	114938	115234	-	297	2126
gene-T240_RS0103025	NZ_AXNK01000011.1	115350	115745	-	396	1502
gene-T240_RS0103030	NZ_AXNK01000011.1	115903	116466	-	564	2840
gene-T240_RS0103035	NZ_AXNK01000011.1	116688	116930	-	243	88
gene-T240_RS0103040	NZ_AXNK01000011.1	117026	119578	-	2553	3778
gene-T240_RS0103045	NZ_AXNK01000011.1	119571	120752	-	1182	2817
gene-T240_RS0103050	NZ_AXNK01000011.1	120909	122168	-	1260	1266
gene-T240_RS0103055	NZ_AXNK01000011.1	122710	124251	+	1542	607
gene-T240_RS0103060	NZ_AXNK01000011.1	124370	125062	-	693	849
gene-T240_RS0103065	NZ_AXNK01000011.1	125236	126042	-	807	627
gene-T240_RS0103070	NZ_AXNK01000011.1	126042	127232	-	1191	1409
gene-T240_RS0103075	NZ_AXNK01000011.1	127273	128712	-	1440	1024
gene-T240_RS0103080	NZ_AXNK01000011.1	128726	129724	-	999	661
gene-T240_RS0103085	NZ_AXNK01000011.1	129744	130334	-	591	305
gene-T240_RS0103090	NZ_AXNK01000011.1	130340	131917	-	1578	1258
gene-T240_RS24265	NZ_AXNK01000011.1	132093	132218	-	126	154
gene-T240_RS0103095	NZ_AXNK01000011.1	132314	133171	+	858	888
gene-T240_RS0103100	NZ_AXNK01000011.1	133281	133901	+	621	1811
gene-T240_RS0103105	NZ_AXNK01000011.1	133997	134707	-	711	188
gene-T240_RS0103110	NZ_AXNK01000011.1	135052	135990	+	939	7329
gene-T240_RS0103115	NZ_AXNK01000011.1	136141	136461	-	321	695
gene-T240_RS0103120	NZ_AXNK01000011.1	136464	137030	-	567	3522
gene-T240_RS0103125	NZ_AXNK01000011.1	137217	137984	+	768	1009
gene-T240_RS0103130	NZ_AXNK01000011.1	137981	140344	-	2364	4693
gene-T240_RS0103135	NZ_AXNK01000011.1	140844	141488	+	645	5131
gene-T240_RS0103140	NZ_AXNK01000011.1	141490	143322	+	1833	4511
gene-T240_RS0103145	NZ_AXNK01000011.1	143369	143926	+	558	2961
gene-T240_RS0103150	NZ_AXNK01000011.1	144317	144390	+	74	662
gene-T240_RS0103155	NZ_AXNK01000011.1	144428	144503	+	76	100
gene-T240_RS26620	NZ_AXNK01000012.1	25	519	-	495	9
gene-T240_RS0103180	NZ_AXNK01000014.1	110	501	-	392	163
gene-T240_RS0103185	NZ_AXNK01000015.1	121	630	-	510	222
gene-T240_RS0103190	NZ_AXNK01000016.1	121	579	-	459	202
gene-T240_RS0103195	NZ_AXNK01000016.1	719	1354	-	636	484
gene-T240_RS0103200	NZ_AXNK01000016.1	1525	1938	-	414	120
gene-T240_RS0103205	NZ_AXNK01000016.1	2220	3182	+	963	844
gene-T240_RS0103210	NZ_AXNK01000016.1	3233	3706	-	474	326
gene-T240_RS0103215	NZ_AXNK01000016.1	3720	4307	-	588	535
gene-T240_RS0103220	NZ_AXNK01000016.1	4309	4893	-	585	529
gene-T240_RS0103225	NZ_AXNK01000016.1	4929	6473	-	1545	3788
gene-T240_RS0103230	NZ_AXNK01000016.1	6574	7614	-	1041	940
gene-T240_RS0103235	NZ_AXNK01000016.1	7611	8987	-	1377	5937
gene-T240_RS0103240	NZ_AXNK01000016.1	9199	9384	-	186	44
gene-T240_RS0103245	NZ_AXNK01000016.1	9558	11075	-	1518	7247
gene-T240_RS0103250	NZ_AXNK01000016.1	11347	12711	+	1365	2820
gene-T240_RS0103255	NZ_AXNK01000016.1	12839	14539	-	1701	660
gene-T240_RS0103260	NZ_AXNK01000016.1	14547	15086	-	540	1029
gene-T240_RS0103265	NZ_AXNK01000016.1	15371	15970	+	600	708
gene-T240_RS0103270	NZ_AXNK01000016.1	16325	17578	+	1254	12507
gene-T240_RS0103275	NZ_AXNK01000016.1	17677	19038	+	1362	2321
gene-T240_RS0103280	NZ_AXNK01000016.1	19342	21057	+	1716	476
gene-T240_RS0103285	NZ_AXNK01000016.1	21240	21707	+	468	350
gene-T240_RS0103290	NZ_AXNK01000016.1	21790	22149	-	360	2244
gene-T240_RS0103300	NZ_AXNK01000016.1	22868	23107	-	240	365
gene-T240_RS0103310	NZ_AXNK01000016.1	24240	24443	-	204	413
gene-T240_RS0103315	NZ_AXNK01000016.1	25350	25562	+	213	1139
gene-T240_RS26805	NZ_AXNK01000016.1	28476	28640	+	165	157
gene-T240_RS0103335	NZ_AXNK01000016.1	28866	29075	-	210	855
gene-T240_RS0103340	NZ_AXNK01000016.1	30333	31958	+	1626	5822
gene-T240_RS0103345	NZ_AXNK01000016.1	32147	33547	+	1401	24351
gene-T240_RS0103350	NZ_AXNK01000016.1	33639	33863	-	225	38
gene-T240_RS0103355	NZ_AXNK01000016.1	33963	35354	-	1392	1352
gene-T240_RS0103360	NZ_AXNK01000016.1	35533	35763	+	231	263
gene-T240_RS0103365	NZ_AXNK01000016.1	35962	36261	+	300	1686
gene-T240_RS0103370	NZ_AXNK01000016.1	36635	37825	+	1191	10068
gene-T240_RS0103375	NZ_AXNK01000016.1	37925	38566	-	642	1513
gene-T240_RS0103380	NZ_AXNK01000016.1	38761	40650	+	1890	2837
gene-T240_RS0103385	NZ_AXNK01000016.1	40659	41378	+	720	445
gene-T240_RS0103390	NZ_AXNK01000016.1	41480	43363	-	1884	23850
gene-T240_RS0103395	NZ_AXNK01000016.1	43590	45161	-	1572	5943
gene-T240_RS0103400	NZ_AXNK01000016.1	45557	46033	+	477	3070
gene-T240_RS0103405	NZ_AXNK01000016.1	46071	46709	-	639	668
gene-T240_RS0103410	NZ_AXNK01000016.1	46693	48057	-	1365	826
gene-T240_RS0103415	NZ_AXNK01000016.1	48172	49458	-	1287	155
gene-T240_RS0103420	NZ_AXNK01000016.1	49471	50010	-	540	381
gene-T240_RS0103425	NZ_AXNK01000016.1	50136	51224	-	1089	2083
gene-T240_RS0103430	NZ_AXNK01000016.1	51712	52101	-	390	2022
gene-T240_RS0103435	NZ_AXNK01000016.1	52372	53037	+	666	1280
gene-T240_RS0103440	NZ_AXNK01000016.1	53058	53714	-	657	3123
gene-T240_RS0103445	NZ_AXNK01000016.1	53811	54359	-	549	3696
gene-T240_RS0103450	NZ_AXNK01000016.1	54542	56083	-	1542	3086
gene-T240_RS0103455	NZ_AXNK01000016.1	56236	57318	-	1083	171
gene-T240_RS0103460	NZ_AXNK01000016.1	57299	58336	-	1038	110
gene-T240_RS0103465	NZ_AXNK01000016.1	58347	59729	-	1383	551
gene-T240_RS0103470	NZ_AXNK01000016.1	59814	61076	-	1263	5087
gene-T240_RS0103475	NZ_AXNK01000016.1	61253	61909	-	657	848
gene-T240_RS26810	NZ_AXNK01000016.1	62130	62306	-	177	120
gene-T240_RS0103485	NZ_AXNK01000016.1	62455	62865	-	411	24
gene-T240_RS0103490	NZ_AXNK01000016.1	62852	63385	-	534	11
gene-T240_RS0103495	NZ_AXNK01000016.1	63363	65270	-	1908	185
gene-T240_RS0103500	NZ_AXNK01000016.1	65280	66251	-	972	64
gene-T240_RS0103505	NZ_AXNK01000016.1	66248	66934	-	687	199
gene-T240_RS0103510	NZ_AXNK01000016.1	66936	67538	-	603	698
gene-T240_RS0103515	NZ_AXNK01000016.1	68007	69416	+	1410	369
gene-T240_RS0103520	NZ_AXNK01000016.1	69533	70084	-	552	822
gene-T240_RS0103525	NZ_AXNK01000016.1	70117	70740	-	624	554
gene-T240_RS0103530	NZ_AXNK01000016.1	70862	73498	-	2637	22705
gene-T240_RS0103535	NZ_AXNK01000016.1	73808	74515	+	708	1550
gene-T240_RS0103540	NZ_AXNK01000016.1	75017	77299	+	2283	33994
gene-T240_RS0103545	NZ_AXNK01000016.1	77381	78514	+	1134	13398
gene-T240_RS0103550	NZ_AXNK01000016.1	78514	78792	+	279	349
gene-T240_RS0103555	NZ_AXNK01000016.1	78865	80097	-	1233	1059
gene-T240_RS0103560	NZ_AXNK01000016.1	80295	81197	+	903	2600
gene-T240_RS0103565	NZ_AXNK01000016.1	81422	81934	+	513	1956
gene-T240_RS0103570	NZ_AXNK01000016.1	82012	83145	-	1134	344
gene-T240_RS0103575	NZ_AXNK01000016.1	83259	84512	-	1254	316
gene-T240_RS0103580	NZ_AXNK01000016.1	84531	87407	-	2877	2191
gene-T240_RS0103585	NZ_AXNK01000016.1	88144	88219	-	76	97
gene-T240_RS0103595	NZ_AXNK01000017.1	703	1215	-	513	76
gene-T240_RS0103600	NZ_AXNK01000017.1	1357	1938	-	582	152
gene-T240_RS0103605	NZ_AXNK01000017.1	2072	2710	-	639	78
gene-T240_RS0103610	NZ_AXNK01000017.1	2907	3191	+	285	122
gene-T240_RS0103615	NZ_AXNK01000017.1	3188	3466	+	279	267
gene-T240_RS0103620	NZ_AXNK01000017.1	3618	4139	-	522	324
gene-T240_RS0103625	NZ_AXNK01000017.1	4278	4952	-	675	77
gene-T240_RS0103630	NZ_AXNK01000017.1	5086	5484	-	399	101
gene-T240_RS0103635	NZ_AXNK01000017.1	5696	6385	-	690	237
gene-T240_RS0103640	NZ_AXNK01000018.1	74	955	-	882	362
gene-T240_RS0103645	NZ_AXNK01000018.1	1304	1948	+	645	1606
gene-T240_RS0103650	NZ_AXNK01000018.1	1977	3302	+	1326	4631
gene-T240_RS0103655	NZ_AXNK01000018.1	3397	4026	-	630	412
gene-T240_RS0103660	NZ_AXNK01000018.1	4102	4437	-	336	4241
gene-T240_RS0103665	NZ_AXNK01000018.1	4755	5339	+	585	12411
gene-T240_RS0103670	NZ_AXNK01000018.1	5494	5997	+	504	202
gene-T240_RS0103675	NZ_AXNK01000018.1	6132	6875	+	744	1324
gene-T240_RS0103680	NZ_AXNK01000018.1	7025	9727	-	2703	35926
gene-T240_RS0103685	NZ_AXNK01000018.1	10531	11169	+	639	132
gene-T240_RS0103690	NZ_AXNK01000018.1	11205	12062	+	858	717
gene-T240_RS0103695	NZ_AXNK01000018.1	12124	13239	-	1116	16868
